,Charity_Legal_Name,Address_Line_1,Town_City,State,Postcode,Country,Charity_Website,Advancing_Education,Promoting_or_protecting_human_rights,Advancing_social_or_public_welfare,Children,Families,Females,Financially_Disadvantaged,Males,People_at_risk_of_homelessness
7463,Girl Guides Association Of Victoria,Se 812 401 Docklands Dr,Docklands,Victoria,3008,Australia,www.guidesvic.org.au/,Y,,,Y,,Y,,,
7464,Mimshach Game Incorporated,U 3 27-31 Duerdin St,Notting Hill,Victoria,3168,Australia,,,,,,,,,,
7465,Anglican Parish Of Shepparton,Box 471,Shepparton,VIC,3632,Australia,www.sheppartonanglican.com,,,,,Y,,Y,,
7466,Echuca Animal Rescue Service,Po Box 252,Echuca,Victoria,3564,Australia,www.facebook.com/echucaanimalrescue/,,,,,Y,,Y,,
7467,The Trustee For Rossbourne School Building Fund,131 Power Street,Hawthorn,VIC,3122,Australia,,Y,,,Y,,Y,,Y,
7468,Mazzei Foundation,,,,,,,,,Y,Y,,,,,
7469,Uca - Monash,1939 Dandenong Rd,Clayton,Victoria,3168,Australia,monashunitingchurch.org.au,,,,Y,Y,Y,Y,Y,
7470,Nuggetty Land Protection Group Inc.,,,VIC,,Australia,,Y,,,Y,Y,,,,
7471,The Trustee For Northern Brite Industries Charitable Trust,1-7 Belfast St,Broadmeadows,Victoria,3047,Australia,https://www.brite.org.au,,,,,,,,,
7472,Liberty Family Church Inc,1 Lilydale Rd,Healesville,Victoria,3777,Australia,www.libertyfamilychurch.net.au,,,Y,Y,Y,,,,
7473,WATCH THIS INC,8 Lloyd St,Northcote,Victoria,3070,Australia,https://www.watchthis.net.au/,,,,,,Y,,Y,
7474,Compelled By Love Limited,U 1 25 Hydrive Cl,Dandenong South,Victoria,3175,Australia,www.compelledbylove.org.au,Y,,Y,Y,Y,Y,Y,,Y
7475,Parkinson's Victoria Limited,587 Canterbury Rd,Surrey Hills,Victoria,3127,Australia,https://www.fightparkinsons.org.au,,,,,,,,,
7476,Family Peace Foundation Ltd,38 Ross St,Toorak,Victoria,3142,Australia,,,,Y,,,,,,
7477,Clay Foundation Limited,Se 85 21 Hall St,Port Melbourne,Victoria,3207,Australia,www.clayfoundation.org.au,,,Y,,,,,,
7478,Lively Community Ltd,552 Victoria St,North Melbourne,Victoria,3051,Australia,lively.org.au,,,Y,,,Y,Y,Y,
7479,The Trustee For Sir Andrew & Lady Fairley Foundation Trust,PO Box 669,Woodend,Victoria,3442,Australia,www.fairleyfoundation.org,,,Y,Y,Y,Y,Y,Y,
7480,Bendigo Art Gallery,42-48 View St,Bendigo,Victoria,3550,Australia,www.bendigoartgallery.com.au,,,,,,,,,
7481,Mount Martha Pre School Association Inc,31-35 Watson Rd,Mount Martha,Victoria,3934,Australia,www.mtmarthapreschool.com.au,Y,,,,,,,,
7482,Community Spirit Foundation,Level 1,Richmond,Victoria,3121,Australia,https://www.communityspiritfoundation.org.au/,,,Y,Y,,,,,
7483,Motherless Daughters Australia Limited,293 Camberwell Road,Victoria,,3124,Australia,http://www.motherlessdaughters.com.au,Y,,Y,Y,Y,Y,Y,Y,
7484,Jesus Family Church Australia Inc,1 Spring St,Thomastown,Victoria,3074,Australia,https://jesusfamilychurchaustralia.org,,,,Y,Y,Y,Y,Y,Y
7485,ARARAT RSL SUB-BRANCH PATRIOTIC FUND,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
7486,Project Platypus Association Inc,9 Ormston Rd,Stawell,Victoria,3380,Australia,www.platypus.org.au,,,,Y,Y,,,,
7487,ALEX MAKES MEALS GROUP LTD.,10-20 Gwynne street,Cremorne,Victoria,3121,Australia,https://www.alexmakesmeals.com/,,,Y,Y,Y,,Y,,Y
7488,LOT19 CREATIONS LIMITED,Lot19 Mcshanag Road (off Langslow Street),Castlemaine,VIC,3450,Australia,http://www.lot19art.com,,,,Y,Y,Y,Y,Y,
7489,ALL THINGS EQUAL LIMITED,,,,,,www.allthingsequal.com.au,,,,,,,,,
7490,MARIST COLLEGE BENDIGO FOUNDATION LIMITED,95 Golf Links Road,Maiden Gully,VIC,3551,Australia,,Y,,,Y,Y,,,,
7491,WOMEN'S FUND ASIA LIMITED,L 44 600 Bourke St,Melbourne,Victoria,3000,Australia,www.womensfundasia.org,,Y,Y,,,Y,,,
7492,Clunes RSL Sub-Branch Patriotic Fund,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
7493,The Ethan Reynolds Foundation Inc,1 Rodney Ct,Hoppers Crossing,Victoria,3029,Australia,www.terf.org.au,Y,,,,,Y,,,
7494,NEXT STEP COMMUNITY DEVELOPMENT LTD,F3/161 Arthur Street,Homebush West,NSW,2140,Australia,,Y,,,,Y,Y,Y,Y,Y
7495,HOTHAM STREET MEN'S SHED LTD,430 Little Collins St,Melbourne,Victoria,3000,Australia,,,,,,,,,Y,
7496,The Rotary Club of Brighton Charitable Foundation,Po Box 2077,Brighton North,Victoria,3186,Australia,,,,,,,,Y,,
7497,UNLABELLED AUSTRALIA LIMITED,Se 1 54 Davis Ave,South Yarra,Victoria,3141,Australia,www.unlabelled.org.au,,,Y,,,,,,
7498,COMPASSIONATE HEARTS ON THE BELLARINE INC.,26 Stevens St,Queenscliff,Victoria,3225,Australia,https://chob.org.au/,,,Y,,Y,Y,,Y,
7499,Ferntree Gully Baptist Church,15-17 Hunter St,Ferntree Gully,Victoria,3156,Australia,http://ftgbc.org.au,,,,,,,,,
7500,The Trustee For Eleanor Reeve Dailey Estate,GPO Box 2307,Melbourne,VIC,3016,,,,,,,,,,,
7501,Heavenly Queen Temple Society Incorporated,20 Joseph Rd,Footscray,Victoria,3011,Australia,www.heavenlyqueentemple.com.au,,,,,Y,,,,
7502,THE TRUSTEE FOR BESEN FAMILY FOUNDATION,11 Palmer Parade,Cremorne,VIC,3121,Australia,www.besenfoundation.org.au,,,,,,,,,
7503,St Kevin's College Foundation Inc.,St Kevins College,Toorak,Victoria,3142,Australia,https://www.stkevins.vic.edu.au/community/foundation,Y,,,Y,,,,,
7504,Missionary Society Of St Paul,477 Royal Pde,Parkville,Victoria,3052,Australia,,,,,Y,,,Y,,
7505,The Barooga Foundation,,,,,,,,,,,,,,,
7506,The Lieder Society Of Victoria,168 Kilby Road,Kew East,VIC,3102,Australia,www.liedersocietyvic.com,,,,,,Y,,Y,
7507,Richmond Community Learning Centre Inc,15 Barnet Way,Richmond,Victoria,3121,Australia,https://rclc.org.au,,,,,Y,Y,,Y,
7508,Wildlife Research and Education Institute Trust,,,,,,,,,,,,,,,
7509,The Trustee For James And John Edgcumbe Memorial Fund,209 Flinders Lane,Melbourne,VIC,3000,,www.melbourneanglican.org.au,,,,,,,,,
7510,Templestowe Rsl Sub-Branch,156 Parker St,Templestowe,Victoria,3106,Australia,www.rsltemplestowe.com.au,,,Y,,Y,,,,
7511,Living Stone Community Inc,4 Parkhill Ct,Donvale,Victoria,3111,Australia,,,,,,Y,,,,
7512,Rollercoaster Theatre Inc.,Po Box 641,Richmond,Victoria,3121,Australia,https://www.rollercoastertheatre.com,,,,,,,,,
7513,The Trustee For Barrabool Christian Foundation,4-32 Province Bvd,Highton,Victoria,3216,Australia,www.onehope.org.au,,,,,,,,,
7514,The Alex and Eva Berkovic Charitable Trust,L 6 470 Collins St,Melbourne,Victoria,3000,Australia,,,,,Y,Y,,,,
7515,House Of The Rock Church Inc,247 Station Rd,New Gisborne,Victoria,3438,Australia,www.hotrock.org.au,,,,,Y,,,,
7516,St Clare's Catholic Church Thomastown West,3 Harbard Street,Thomastown,VIC,3074,,https://www.stclaresthomastown.org.au,,,,Y,Y,Y,Y,Y,Y
7517,Echo Fest Inc.,,,,,,www.echofest.com.au,Y,,,Y,,,,,
7518,The Trustee For The James And Elsie Borrowman Research Trust,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
7519,The Alexandra Yea Mansfield Group Of Melbourne Legacy Inc,59 Cambridge Dr,Mansfield,Victoria,3722,Australia,https://www.legacy.com.au/clubs/vic/melbourne/,,,Y,,,,,,
7520,Restdown Retirement Village Inc,20-22 Village Dr,Rochester,Victoria,3561,Australia,,,,,,,,,,
7521,Caulfield Beth Hamedrash,280 Glen Eira Rd,Elsternwick,Victoria,3185,Australia,,,,,,,,,,
7522,GloLead Inc,3 Tamar St,Ringwood North,Victoria,3134,Australia,https://cccvat.com.au/,,,,,,,,,
7523,Northside Christian College Inc,Northside Christian Coll,Bundoora,Victoria,3083,Australia,www.ncc.vic.edu.au,Y,,,Y,,,,,
7524,Australian Council of Wool Exporters and Processors Inc,U 9 42-46 Vella Dr,Sunshine West,Victoria,3020,Australia,www.woolindustries.org,,,,,,,,,
7525,Wonthaggi Theatrical Group Inc.,32-38 Garden St,Wonthaggi,Victoria,3995,Australia,www.wtg.org.au,,,,Y,Y,Y,,Y,
7526,Cochrane-Schofield Charitable Fund,,,,,Australia,,,,,,,,,,
7527,The Trustee For Lasham T W Fund,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
7528,Shepparton Presbyterian Church,,,,,Australia,http://www.sheppartonpresbyterian.org.au/,,,,Y,Y,,,,
7529,St Johns Parish Numurkah,P.O. Box 201,Bendigo,VIC,3552,AUSTRALIA,,,,,,,,,,
7530,Down Syndrome Association Of Vic Inc,552 Victoria St,North Melbourne,Victoria,3051,Australia,http://www.downsyndromevictoria.org.au/,,,,Y,Y,,,,
7531,Rawcus Theatre Company Inc,11/33 Grey St,St Kilda,Victoria,3182,Australia,www.rawcus.org.au,,,,,Y,,,,
7532,Melbourne Museum Of Printing,Po Box 555,West Footscray,Victoria,3012,Australia,http://mmop.org.au,,,,,,,,,
7533,VALLEY CARE INCORPORATED,25 Olive Gr,Lilydale,Victoria,3140,Australia,www.valleycare.com.au,,,Y,,Y,,,,
7534,Werribee District Historical Societyincregistration No A0011235B,49 Watton St,Werribee,Victoria,3030,Australia,www.werribeehistory.org.au,,,,Y,Y,,,,
7535,Anakie & District Community Group Inc,2115 Ballan Rd,Anakie,Victoria,3213,Australia,https://www.anakiecommunityhouse.org.au/,,,,,,,,,
7536,Western Port Community Support Inc,185 High St,Hastings,Victoria,3915,Australia,www.wportcomsupport.org.au/,,,Y,,Y,Y,Y,Y,Y
7537,Corinella & District Community Centre Inc,48-54 Smythe St,Corinella,Victoria,3984,Australia,https://www.corinellacommunitycentre.org.au/,,,,,Y,Y,Y,Y,Y
7538,Shalom House of Hope - The Saving Place Inc,60 Barnard St,Gladstone,New South Wales,2440,Australia,https://www.TheSavingPlace.com.au,,,Y,Y,Y,Y,Y,Y,Y
7539,Gfs Melbourne Inc,Po Box 7058,Doncaster East,Victoria,3109,Australia,,,,,Y,,Y,,Y,
7540,Morwell Historical Society Inc,12 Hazelwood Rd,Morwell,Victoria,3840,Australia,www.morwellhistoricalsociety.org.au,Y,,,,,,,,
7541,United Way Australia,24 Anderson Avenue,Blackett,New South Wales,2770,Australia,https://unitedway.com.au/,,,Y,,Y,,Y,,
7542,Churches Of Christ Community Care,"Level 5, 111 Cecil Street",South Melbourne,Victoria,3205,Australia,https://www.churchesofchrist.org.au/ccvt/governance/governance-documents/available-documents/community-care-constitution,,,,,Y,Y,Y,Y,Y
7543,Westbourne Grammar School,300 Sayers Rd,Truganina,Victoria,3029,Australia,,Y,,,Y,,,,,
7544,The Spiritual Assembly Of The Bahais Of Mannningham Ltd,232 Foote St,Templestowe,Victoria,3106,Australia,www.bahai.org.au,,,,,,,,,
7545,Heide Park And Art Gallery,7 Templestowe Rd,Bulleen,Victoria,3105,Australia,https://www.heide.com.au/,,,,Y,Y,Y,,Y,
7546,Overnewton Anglican Community College Limited,Overnewton College,Keilor,Victoria,3036,Australia,http://www.overnewton.vic.edu.au,Y,,,Y,,,,,
7547,Lalbert Landcare Group,,,,,Australia,,,,,,,,,,
7548,Ararat City Band Inc,Po Box 213,Ararat,Victoria,3377,Australia,,,,,Y,Y,,,,
7549,West Space Incorporated,102/30 Perry St,Collingwood,VIC,3066,Australia,westspace.org.au,,,,,,Y,Y,,
7550,Castle Common Equity Rental Co-Operative Ltd,PO BOX 1136,MOUNTAIN GATE,VIC,3156,AUSTRALIA,,,,,,,,,,
7551,North East Regional Pre-School Association Incorprated,,,,,Australia,www.nerpsa.com.au,Y,,,,,,,,
7552,Anglican Trusts Corporation Of The Diocese Of Gippsland,PO Box 77,Orbost,VIC,3888,,www.gippslandanglicans.org.au,,,,,,,,,
7553,COLAC RSL SUB-BRANCH PATRIOTIC FUND,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
7554,Daylesford Community Child Care Centre Inc,81 West St,Daylesford,Victoria,3460,Australia,www.daylesfordchild.org.au,,,Y,Y,Y,,,,
7555,The Kingsley Foundation Incorporated,54 Hay Avenue,Shoalhaven Heads,New South Wales,2535,Australia,,,,,Y,Y,Y,Y,Y,Y
7556,Infants Needs Lending Centre,5 Erindale Ave,,,3185,,,,,Y,,,,,,
7557,The Prelature Of The Holy Cross And Opus Dei In Australia,9 Findlay Ave,Roseville,New South Wales,2069,Australia,http://opusdei.org.au,,,,,Y,Y,,Y,
7558,The Trustee For Margaret Miller Foundation,L 1 10-12 York St,South Melbourne,Victoria,3205,Australia,,,,,,,,,,
7559,The Trustee For Sukyo Mahikari School Operation Fund,3 Mulley St,Holder,Australian Capital Territory,2611,Australia,www.sukyomahikari.org.au,Y,,Y,,,,,,
7560,Noble Street Uniting Church,36 Saffron St,Newtown,Victoria,3220,Australia,,,,,Y,Y,,Y,,
7561,The Trustee For Craig Family Trust,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
7562,Animal Liberation Victoria Inc.,"Level 8, 805/220 Collins Street",Melbourne,Victoria,3000,Australia,https://www.alv.org.au/,Y,,,Y,Y,,,,
7563,Australian General Practice Accreditation Ltd,Level 1,Mitlon BC,QLD,4064,AUSTRALIA,www.agpal.com.au/,,,Y,Y,,Y,,Y,
7564,Abbotsford Convent Foundation,1-3 St Heliers St,Abbotsford,Victoria,3067,Australia,www.abbotsfordconvent.com.au,,,,,,,,,
7565,Ararat Church Of Christ,86 High St,Ararat,VIC,3377,Australia,,,,,,,,Y,,Y
7566,Coeliac Australia Limited,"Suite 1205 Level 12, 52 Alfred St.",Milsons Point,NSW,2061,Australia,www.coeliac.org.au,,,,,,,,,
7567,Country Education Foundation Of Australia Limited,52 Hill St,Orange,New South Wales,2800,Australia,www.cef.org.au,,,,,,,,,
7568,International Jazz Day Australia Pty Ltd,Po Box 632,Newport Beach,New South Wales,2106,Australia,,,,,,,Y,,Y,
7569,National Council Of Jewish Women Of Australia Limited,22 Wanda Road,North Caulfield,Vic,3161,Australia,https://www.ncjwa.org.au,,,Y,,,Y,,,
7570,Harvest Intercontinental Church Incorporated,U 4 63 Duffy St,Epping,Victoria,3076,Australia,,,,,,,Y,,Y,
7571,Jobco Employment Services Inc,366 Nicholson St,Fitzroy,Victoria,3065,Australia,www.jobco.com.au,,,Y,Y,Y,Y,Y,Y,Y
7572,Shinnyo-En Australia,231 Longueville Rd,Lane Cove,New South Wales,2066,Australia,https://www.shinnyo.org.au/,,,,,,,,,
7573,YWCA Housing,L 1 210 Kings Way,South Melbourne,Victoria,3205,Australia,http://www.ywcahousing.org.au,,,Y,,Y,Y,Y,,Y
7574,CERES EARTH LIMITED,Cnr Roberts and Stewart Streets,Brunswick East,VIC,3057,Australia,www.ceres.org.au,,,,Y,Y,,,,
7575,De La Salle 3144,L4/25 Restwell Street,Bankstown,NSW,2200,Australia,,Y,,,Y,,,,,
7576,The Trustee For Beyond Bank Australia Foundation Master Support Fund,Level 11 100 Waymouth Street,Adelaide,SA,5000,Australia,www.beyondbank.com.au,,,Y,,,,Y,,Y
7577,The Trustee For The Peter & Monica Foxwell Memorial Trust,GPO Box 2307,Melbourne,VIC,3016,,,,,,,,,,,
7578,Eastern Chinese Language School Incorporated,PO Box 2236,Mount Waverley,Victoria,3149,Australia,http://eclschool.com.au/,Y,,,Y,,,,,
7579,Warragul Local Gospel Halls Trust,,,,,,,,,,,,,,,
7580,The Good Life Farm Limited,568 Chum Creek Rd,Chum Creek,Victoria,3777,Australia,goodlifefarm.org/,,,Y,Y,,Y,Y,Y,
7581,Smith-Magenis Syndrome Australia Ltd,,,,,Australia,smsaustralia.org,,,,,Y,,,,
7582,Gippsland Regional Arts - Sale,18 Harpley crt,Longford,VIC,3853,Australia,,,,,Y,,,,,
7583,M.H.S.N. AUSTRALIA INCORPORATED,20 Pamela place,Mornington,Victoria,3931,Australia,https://www.mentalhealthsafetynet.com.au,,,,,,Y,Y,Y,Y
7584,Portland Catholic Church - All Saints Parish,PO Box 210,Portland,VIC,3305,AUSTRALIA,https://www.ballarat.catholic.org.au/parish/portland/,,,,,,,,,
7585,The Trustee For Thomas Beeson Estate,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
7586,Uca - Parish Of Mansfield,64 Highett St,Mansfield,Victoria,3722,Australia,,,,,,Y,,Y,,
7587,Warrandyte Neighbourhood House Inc,Level 1,Warrandyte,VIC,3113,Australia,www.warrandyteneighbourhoodhouse.org.au/,,,,,Y,Y,Y,Y,
7588,Yarralea Children's Centre Inc,54 Yarralea St,Alphington,Victoria,3078,Australia,www.yarralea.com.au,Y,,,,,,,,
7589,Garfield North Outdoor Ed. Centre Inc,335 garfield North Rd.,Garfield North,VIC,3814,Australia,www.gnoec.org.au,,,,,,,,,
7590,The Greek Orthodox Archdiocese Of Australia Parish Of Panagia Kamariani,135 Arthurs Seat Rd,Red Hill,Victoria,3937,Australia,,,,,,,,,,
7591,U3A Box Hill Inc,27-29 Strabane Ave,Mont Albert North,Victoria,3129,Australia,http://u3aboxhill.com.au,Y,,,,,,,,
7592,Congregation Khal Chasidim Incorporated,,,,,Australia,,,,,,Y,,,,
7593,Road Trauma Families Victoria Inc,187-189 Stephenson St,Lara,Victoria,3212,Australia,www.roadtraumafamiliesvictoria.org.au,,,,Y,Y,Y,Y,Y,Y
7594,Gracewest Bible Church Inc,16 Sydney St,Albion,Victoria,3020,Australia,www.gracewest.org.au,,,,,,,,,
7595,Rupanyup RSL Sub-Branch Building Patriotic Fund,68 Cromie Street,RUPANYUP,VIC,3388,,,,,,,,,,,
7596,THE TRUSTEE FOR THE ELAINE WALTERS FOUNDATION,L 1 Se 1 315 Main St,Mornington,Victoria,3931,Australia,https://www.elainewalters.org/,,,,,,,,,
7597,Pioneers Memorial Presbyterian Churchcheltenham,8 Park Rd,Cheltenham,Victoria,3192,Australia,cheltenhampc.org.au,,,,,,,,,
7598,Hamilton RSL Sub-Branch Inc,81 Kennedy Street,Hamilton,VIC,3300,Australia,,,,Y,,Y,,,,
7599,The Trustee For Pennicott Foundation Trust Fund,,,,,Australia,www.pennicottfoundation.com.au,Y,,,Y,,,,,
7600,Uca - Highfield Road Canterbury,,,,,Australia,www.highfieldroadcanterburyuc.org.au,,,,Y,Y,,Y,,Y
7601,Global Aid Network Ltd,"Shop 1, 106-108 Merrylands Road",Merrylands,NSW,2160,AUSTRALIA,www.globalaid.net.au,,Y,Y,,,,Y,,
7602,The Trustee For The Fairbrother Foundation,12 Stony Rise Road,Quoiba,,7310,Australia,https://www.fairbrother.com.au/fairbrother-foundation,,,,Y,,,,,
7603,Warrandyte Childcare and Preschool Centre Co-operative Limited,2 Masonic Ave,Warrandyte,Victoria,3113,Australia,www.warrandytechildcareandpreschool.org/,Y,,,,,,,,
7604,Greek Orthodox Archdiocese Of Australia Parish Of St Eustathios South Melbourne Ladies Auxiliary,221 Dorcas St,South Melbourne,Victoria,3205,Australia,,,,,,,,,,
7605,Ararat Community Church Inc,45 Queen St,Ararat,Victoria,3377,Australia,https://araratcommunitychurch.org.au/,,,,Y,Y,Y,,Y,
7606,Altona Rsl Sub-Branch Inc,31 Sargood St,Altona,Victoria,3018,Australia,www.altonarsl.com,,,Y,,,,,,
7607,Hume Anglican Parish,Po Box 150,Craigieburn,Victoria,3064,Australia,http://www.humeparish.melbourneanglican.org.au,,,,Y,Y,Y,,Y,
7608,Tongan Catholic Community,763 Canterbury Rd,Belmore,New South Wales,2192,Australia,www.tccaustralia.org.au,,,,Y,Y,,,,
7609,Kiewa RSl Sub-Branch Patriotic Fund,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
7610,Samoan Baptist Ministry Word Of Life Church Dandenong,1 Jayne Ct,Dandenong South,Victoria,3175,Australia,,,,,Y,Y,Y,Y,Y,
7611,Only Just Fair Trade Inc,Shop 6,Eltham,VIC,3095,Australia,www.onlyjust.com.au,,,,,,,Y,,
7612,Albert & Barbara Tucker Foundation,L 4  600 Bourke St,Melbourne,Victoria,3000,Australia,http://www.tuckerfoundation.org.au,Y,,Y,,,Y,,,
7613,Tanjenong Indigenous Corporation,7 Chalcot Drive,ENDEAVOUR HILLS,VIC,3802,AUSTRALIA,,,,Y,,,,,,
7614,The Ursula Hoff Institute Inc,Po Box 185,East Melbourne,Victoria,8002,Australia,www.usrualhoff.org,Y,,,,,,,,
7615,Essendon RSL Sub-Branch Patriotic Fund,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
7616,The Trustee for the Blues Foundation,400 Royal Pde,Carlton North,Victoria,3054,Australia,www.carltonfc.com.au/community/blues-foundation,,,,,,,Y,,
7617,Harris Family Foundation,"LEVEL 1, 572 SWAN STREET",BURNLEY,VIC,3121,Australia,https://harrisfamilyfoundation.com.au/,,,,Y,Y,,,,
7618,Oakleigh Christian Fellowship Inc,34-36 Hillcrest Ave,Chadstone,Victoria,3148,Australia,www.oakleighchristianfellowship.com,,,,,Y,Y,,,
7619,The Trustee For Educational Endowment Fund,209 Flinders Lane,Melbourne,VIC,3000,,www.melbourneanglican.org.au,,,,,,,,,
7620,The Trustee For Farrell Foundation,812 Pacific Hwy,Chatswood,New South Wales,2067,Australia,,,,Y,,,,,,
7621,Whitehorse Monastery Australia Incorporated,822 Maroondah Hwy,Coldstream,Victoria,3770,Australia,,,,,,,,,,
7622,Grovedale Senior Citizens Inc,"45 Heyers Road,",Grovedale,VIC,3216,Australia,,,,,,,Y,,Y,
7623,Maldon Museum And Archives Associationinc,93 High Street,Maldon,VIC,3463,Australia,www.maldonmuseum.com.au,,,,,Y,,,,
7624,Australian Chinese Buddhist Association (Melbourne) Inc.,1372-1374 Center Road,Clayton South,VIC,3169,Australia,,,,,Y,Y,Y,Y,Y,Y
7625,Hobson Bay Community Advancement Co-Operative Ltd,Hobsons Bay Endoscopy Centre,Altona,Victoria,3018,Australia,www.ljac.com.au,,,,,,Y,Y,Y,Y
7626,Deep River Fellowship,80 Bona Vista Rd,Warragul,Victoria,3820,Australia,,,,,,Y,,,,
7627,BHADDEKA VIHARI GROUP OF HERMITAGES (AUSTRALIA) INC,U 2 50 Ambrie Cres,Noble Park,Victoria,3174,Australia,https://bhaddekavihari.org/,,,,,,,,,
7628,Chinese Association Of Victoria Inc,8 Ashley St,Wantirna,Victoria,3152,Australia,www.cavinc.com.au,Y,,,Y,Y,,,,
7629,MANSFIELD RSL SUB-BRANCH PATRIOTIC FUND,,,,,Australia,,,,Y,,,,,,
7630,L2R Next Gen Inc.,45 Moreland St,Footscray,Victoria,3011,Australia,https://www.l2r.org.au,,,,Y,,Y,Y,Y,
7631,Port Fairy Marine Rescue Service Inc,1 Griffiths St,Port Fairy,Victoria,3284,Australia,http://www.portfairymrs.org/,,,,,,,,,
7632,Southern Rivers Community Services,247-251 Flinders Lane,Melbourne,Victoria,3000,Australia,https://southernrivers.org.au/,Y,,Y,,,,Y,,
7633,The Hughie Hughes Charitable Fund,L 10 530 Collins St,Melbourne,Victoria,3000,Australia,,,,Y,,Y,Y,Y,,
7634,Crystal Creek Christian Camp,Po Box 111,Benalla,Victoria,3671,Australia,,,,,Y,,Y,,Y,
7635,The Trustee For Heffernan W A Estate,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
7636,St John of God Berwick Health Campus Ltd,556 Wellington St,Perth,Western Australia,6000,Australia,https://www.sjog.org.au,,,,,,,,,
7637,Omeo RSL Sub-Branch Patriotic Fund,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
7638,Thezaurus-Institute For Slovenian Studies Of Victoria Inc,U 2 43 Stockdale Ave,Clayton,Victoria,3168,Australia,www.thezaurus.com,,,,,,,,,
7639,J2SI VIC SIB Limited,87 Grey St,St Kilda,Victoria,3182,Australia,www.sacredheartmission.org,,,Y,,,Y,Y,Y,Y
7640,APS Benevolent Fund Ltd,440 William Street,West melbourne,VIC,3003,Australia,,,,Y,Y,,,,,
7641,Yarra Glen Pre School Association Inc,Yarra Glen Kindergarten,Yarra Glen,Victoria,3775,Australia,http://yarraglenpreschool.com.au,Y,,,,,,,,
7642,L'ARTE CENTRAL LIMITED,U 2 65 Berwick-Cranbourne Rd,Cranbourne East,VIC,3977,Australia,www.lartecentral.org.au,,,Y,,,,,,
7643,TOMBOLO ACADEMY LTD,453 Bluff Road,Hampton,VIC,3188,Australia,https://tombolo.vic.edu.au/,Y,,Y,Y,Y,Y,,Y,
7644,The Trustee For St Augustines Mentone Ordination Trust Fund,209 Flinders Lane,Melbourne,VIC,3000,,www.melbourneanglican.org.au,,,,,,,,,
7645,CREWCARE LIMITED,"MGI, Level 1, 200 Mary Street",Brisbane,Queensland,4000,Australia,www.crewcare.org.au,Y,,Y,,Y,,,,
7646,MELBOURNE BHANGRA ASSOCIATION LTD,19 Westbourne St,Clyde North,Victoria,3978,Australia,,,,,Y,Y,Y,,Y,
7647,DEVELOPMENTS IN LITERACY LTD,U 1113 10 Burroway Rd,Wentworth Point,New South Wales,2127,Australia,dil.org.au,Y,,,Y,Y,Y,Y,,
7648,The Green Tree Cooperation Ltd,37 Baronbali St,Dundas,New South Wales,2117,Australia,,,,,,,,,,
7649,Cordite Publishing Inc.,,,,,Australia,cordite.org.au/,,,,,,Y,,Y,
7650,SEVILLE COMMUNITY GROUP INC,8 Railway Rd,Seville,VIC,3139,Australia,www.sevillecommhouse.org.au,Y,,Y,,Y,Y,Y,Y,Y
