,Region,Suburb,Housing_Type,Median Price - Last Quarter,Forecasted Price,Difference,Percentage Difference
366,Outer Eastern Melbourne,Rowville,2 bedroom flats,400.0,Insufficient Data for Forecast,0.0,0.0
367,Outer Eastern Melbourne,Wantirna,2 bedroom flats,410.0,402.3,-7.699999999999989,-1.88
368,Outer Eastern Melbourne,Scoresby,2 bedroom flats,410.0,402.3,-7.699999999999989,-1.88
369,Outer Eastern Melbourne,Healesville,2 bedroom flats,375.0,355.9,-19.100000000000023,-5.09
370,Outer Eastern Melbourne,Yarra Junction,2 bedroom flats,375.0,355.9,-19.100000000000023,-5.09
371,Outer Eastern Melbourne,Belgrave,2 bedroom flats,375.0,355.9,-19.100000000000023,-5.09
372,Outer Eastern Melbourne,Belgrave Heights,2 bedroom flats,375.0,355.9,-19.100000000000023,-5.09
373,Outer Eastern Melbourne,Belgrave South,2 bedroom flats,375.0,355.9,-19.100000000000023,-5.09
374,Outer Eastern Melbourne,Lilydale,2 bedroom flats,375.0,355.9,-19.100000000000023,-5.09
375,Outer Eastern Melbourne,Warburton,2 bedroom flats,375.0,355.9,-19.100000000000023,-5.09
376,Outer Eastern Melbourne,East Warburton,2 bedroom flats,375.0,355.9,-19.100000000000023,-5.09
377,South Eastern Melbourne,Berwick,2 bedroom flats,365.0,362.5,-2.5,-0.68
378,South Eastern Melbourne,Cranbourne,2 bedroom flats,360.0,338.95,-21.05000000000001,-5.85
379,South Eastern Melbourne,Dandenong,2 bedroom flats,320.0,310.1,-9.899999999999975,-3.09
380,South Eastern Melbourne,Dandenong North,2 bedroom flats,350.0,330.0,-20.0,-5.71
381,South Eastern Melbourne,Endeavour Hills,2 bedroom flats,350.0,330.0,-20.0,-5.71
382,South Eastern Melbourne,Narre Warren,2 bedroom flats,358.0,351.4,-6.600000000000023,-1.84
383,South Eastern Melbourne,Hampton Park,2 bedroom flats,358.0,351.4,-6.600000000000023,-1.84
384,South Eastern Melbourne,Noble Park,2 bedroom flats,350.0,340.1,-9.899999999999975,-2.83
385,South Eastern Melbourne,Pakenham,2 bedroom flats,340.0,331.5,-8.5,-2.5
386,South Eastern Melbourne,Springvale,2 bedroom flats,370.0,359.3,-10.699999999999989,-2.89
387,Mornington Peninsula,Dromana,2 bedroom flats,420.0,406.1,-13.899999999999975,-3.31
388,Mornington Peninsula,Portsea,2 bedroom flats,420.0,406.1,-13.899999999999975,-3.31
389,Mornington Peninsula,Frankston,2 bedroom flats,365.0,361.7,-3.300000000000012,-0.9
390,Mornington Peninsula,Hastings,2 bedroom flats,380.0,373.6,-6.399999999999977,-1.68
391,Mornington Peninsula,Flinders,2 bedroom flats,380.0,373.6,-6.399999999999977,-1.68
392,Mornington Peninsula,Mount Eliza,2 bedroom flats,451.0,448.88,-2.1200000000000045,-0.47
393,Mornington Peninsula,Mornington,2 bedroom flats,451.0,448.88,-2.1200000000000045,-0.47
394,Mornington Peninsula,Mount Martha,2 bedroom flats,451.0,448.88,-2.1200000000000045,-0.47
395,Mornington Peninsula,Seaford,2 bedroom flats,370.0,346.7,-23.30000000000001,-6.3
396,Mornington Peninsula,Carrum Downs,2 bedroom flats,370.0,346.7,-23.30000000000001,-6.3
397,Geelong,Belmont,2 bedroom flats,375.0,370.6,-4.399999999999977,-1.17
398,Geelong,Grovedale,2 bedroom flats,375.0,370.6,-4.399999999999977,-1.17
399,Geelong,Corio,2 bedroom flats,320.0,303.5191666666667,-16.480833333333294,-5.15
400,Geelong,Geelong,2 bedroom flats,390.0,386.7,-3.300000000000012,-0.85
401,Geelong,Newcomb,2 bedroom flats,390.0,386.7,-3.300000000000012,-0.85
402,Geelong,Herne Hill,2 bedroom flats,360.0,356.15,-3.850000000000023,-1.07
403,Geelong,Geelong West,2 bedroom flats,360.0,356.15,-3.850000000000023,-1.07
404,Geelong,Lara,2 bedroom flats,350.0,345.06716666666665,-4.932833333333349,-1.41
405,Geelong,Newtown,2 bedroom flats,398.0,387.65,-10.350000000000025,-2.6
406,Geelong,North Geelong,2 bedroom flats,370.0,352.6,-17.399999999999977,-4.7
407,Ballarat,Ballarat Central,2 bedroom flats,300.0,288.75,-11.25,-3.75
408,Ballarat,Mount Clear,2 bedroom flats,300.0,301.26,1.259999999999991,0.42
409,Ballarat,Buninyong,2 bedroom flats,300.0,301.26,1.259999999999991,0.42
410,Ballarat,Sebastopol,2 bedroom flats,295.0,288.9,-6.100000000000023,-2.07
411,Ballarat,Delacombe,2 bedroom flats,295.0,288.9,-6.100000000000023,-2.07
412,Ballarat,Wendouree,2 bedroom flats,300.0,297.54,-2.4599999999999795,-0.82
413,Ballarat,Alfredton,2 bedroom flats,300.0,297.54,-2.4599999999999795,-0.82
414,Bendigo,Bendigo,2 bedroom flats,320.0,315.34,-4.660000000000025,-1.46
415,Bendigo,Flora Hill,2 bedroom flats,315.0,310.08,-4.920000000000016,-1.56
416,Bendigo,East Bendigo,2 bedroom flats,315.0,310.08,-4.920000000000016,-1.56
417,Bendigo,Golden Square,2 bedroom flats,318.0,299.7,-18.30000000000001,-5.75
418,Bendigo,Kangaroo Flat,2 bedroom flats,318.0,299.7,-18.30000000000001,-5.75
419,Bendigo,North Bendigo,2 bedroom flats,310.0,305.735,-4.264999999999986,-1.38
420,Other Regional Centres,Bairnsdale,2 bedroom flats,300.0,292.35,-7.649999999999977,-2.55
421,Other Regional Centres,Benalla,2 bedroom flats,328.0,311.76,-16.24000000000001,-4.95
422,Other Regional Centres,Castlemaine,2 bedroom flats,350.0,344.97,-5.029999999999973,-1.44
423,Other Regional Centres,Echuca,2 bedroom flats,340.0,322.88,-17.120000000000005,-5.04
424,Other Regional Centres,Hamilton,2 bedroom flats,273.0,267.67,-5.329999999999984,-1.95
425,Other Regional Centres,Horsham,2 bedroom flats,280.0,277.45,-2.550000000000012,-0.91
426,Other Regional Centres,Mildura,2 bedroom flats,260.0,259.7,-0.3000000000000113,-0.12
427,Other Regional Centres,Moe,2 bedroom flats,250.0,243.91999999999996,-6.080000000000041,-2.43
428,Other Regional Centres,Newborough,2 bedroom flats,250.0,243.91999999999996,-6.080000000000041,-2.43
429,Other Regional Centres,Morwell,2 bedroom flats,250.0,244.66,-5.340000000000003,-2.14
430,Other Regional Centres,Ocean Grove,2 bedroom flats,430.0,420.8,-9.199999999999989,-2.14
431,Other Regional Centres,Barwon Heads,2 bedroom flats,430.0,420.8,-9.199999999999989,-2.14
432,Other Regional Centres,Portland,2 bedroom flats,300.0,298.39,-1.6100000000000136,-0.54
433,Other Regional Centres,Sale,2 bedroom flats,320.0,317.05,-2.9499999999999886,-0.92
434,Other Regional Centres,Maffra,2 bedroom flats,320.0,317.05,-2.9499999999999886,-0.92
435,Other Regional Centres,Seymour,2 bedroom flats,300.0,291.04,-8.95999999999998,-2.99
436,Other Regional Centres,Shepparton,2 bedroom flats,280.0,277.4,-2.6000000000000227,-0.93
437,Other Regional Centres,Swan Hill,2 bedroom flats,280.0,244.0,-36.0,-12.86
438,Other Regional Centres,Torquay,2 bedroom flats,450.0,446.65,-3.3500000000000227,-0.74
439,Other Regional Centres,Traralgon,2 bedroom flats,300.0,299.51,-0.4900000000000091,-0.16
440,Other Regional Centres,Wangaratta,2 bedroom flats,293.0,288.64,-4.360000000000014,-1.49
441,Other Regional Centres,Warragul,2 bedroom flats,330.0,325.8375,-4.162500000000023,-1.26
442,Other Regional Centres,Warrnambool,2 bedroom flats,330.0,322.18,-7.819999999999993,-2.37
443,Other Regional Centres,Wodonga,2 bedroom flats,300.0,298.0,-2.0,-0.67
444,Inner Melbourne,Albert Park,2 bedroom houses,650.0,649.37,-0.6299999999999955,-0.1
445,Inner Melbourne,Middle Park,2 bedroom houses,650.0,649.37,-0.6299999999999955,-0.1
446,Inner Melbourne,St Kilda West,2 bedroom houses,650.0,649.37,-0.6299999999999955,-0.1
447,Inner Melbourne,Armadale,2 bedroom houses,663.0,656.6125,-6.3875000000000455,-0.96
448,Inner Melbourne,Carlton North,2 bedroom houses,600.0,596.77,-3.230000000000018,-0.54
449,Inner Melbourne,Carlton,2 bedroom houses,550.0,570.9166666666667,20.916666666666742,3.8
450,Inner Melbourne,Parkville,2 bedroom houses,550.0,570.9166666666667,20.916666666666742,3.8
451,Inner Melbourne,Melbourne,2 bedroom houses,,Insufficient Data for Forecast,0.0,
452,Inner Melbourne,St Kilda,2 bedroom houses,,Insufficient Data for Forecast,0.0,
453,Inner Melbourne,Collingwood,2 bedroom houses,600.0,600.01,0.0099999999999909,0.0
454,Inner Melbourne,Abbotsford,2 bedroom houses,600.0,600.01,0.0099999999999909,0.0
455,Inner Melbourne,Docklands,2 bedroom houses,,Insufficient Data for Forecast,0.0,
456,Inner Melbourne,East Melbourne,2 bedroom houses,,Insufficient Data for Forecast,0.0,
457,Inner Melbourne,St Kilda East,2 bedroom houses,618.0,594.66,-23.340000000000032,-3.78
458,Inner Melbourne,Elwood,2 bedroom houses,660.0,657.405,-2.5950000000000277,-0.39
459,Inner Melbourne,Fitzroy,2 bedroom houses,630.0,594.62,-35.379999999999995,-5.62
460,Inner Melbourne,Fitzroy North,2 bedroom houses,620.0,610.53,-9.470000000000027,-1.53
461,Inner Melbourne,Clifton Hill,2 bedroom houses,620.0,610.53,-9.470000000000027,-1.53
462,Inner Melbourne,Flemington,2 bedroom houses,520.0,520.5208333333333,0.5208333333332575,0.1
463,Inner Melbourne,Kensington,2 bedroom houses,520.0,520.5208333333333,0.5208333333332575,0.1
464,Inner Melbourne,North Melbourne,2 bedroom houses,540.0,542.84,2.840000000000032,0.53
465,Inner Melbourne,West Melbourne,2 bedroom houses,540.0,542.84,2.840000000000032,0.53
466,Inner Melbourne,Port Melbourne,2 bedroom houses,595.0,592.9666666666667,-2.033333333333303,-0.34
467,Inner Melbourne,Prahran,2 bedroom houses,625.0,622.67,-2.330000000000041,-0.37
468,Inner Melbourne,Windsor,2 bedroom houses,625.0,622.67,-2.330000000000041,-0.37
469,Inner Melbourne,Richmond,2 bedroom houses,620.0,610.95,-9.049999999999956,-1.46
470,Inner Melbourne,Burnley,2 bedroom houses,620.0,610.95,-9.049999999999956,-1.46
471,Inner Melbourne,South Melbourne,2 bedroom houses,600.0,596.565,-3.434999999999945,-0.57
472,Inner Melbourne,South Yarra,2 bedroom houses,675.0,643.65,-31.350000000000023,-4.64
473,Inner Melbourne,Southbank,2 bedroom houses,,Insufficient Data for Forecast,0.0,
474,Inner Melbourne,St Kilda,2 bedroom houses,600.0,593.7,-6.2999999999999545,-1.05
475,Inner Melbourne,Toorak,2 bedroom houses,650.0,Insufficient Data for Forecast,0.0,0.0
476,Inner Eastern Melbourne,Balwyn,2 bedroom houses,445.0,447.68,2.680000000000007,0.6
477,Inner Eastern Melbourne,Blackburn,2 bedroom houses,400.0,399.25,-0.75,-0.19
478,Inner Eastern Melbourne,Box Hill,2 bedroom houses,415.0,403.53,-11.470000000000027,-2.76
479,Inner Eastern Melbourne,Bulleen,2 bedroom houses,428.0,426.79,-1.2099999999999795,-0.28
480,Inner Eastern Melbourne,Templestowe,2 bedroom houses,428.0,426.79,-1.2099999999999795,-0.28
481,Inner Eastern Melbourne,Doncaster,2 bedroom houses,428.0,426.79,-1.2099999999999795,-0.28
482,Inner Eastern Melbourne,Burwood,2 bedroom houses,420.0,419.5,-0.5,-0.12
483,Inner Eastern Melbourne,Ashburton,2 bedroom houses,420.0,419.5,-0.5,-0.12
484,Inner Eastern Melbourne,Camberwell,2 bedroom houses,500.0,517.7103571428571,17.710357142857106,3.54
485,Inner Eastern Melbourne,Glen Iris,2 bedroom houses,500.0,517.7103571428571,17.710357142857106,3.54
486,Inner Eastern Melbourne,Canterbury,2 bedroom houses,450.0,467.69,17.689999999999998,3.93
487,Inner Eastern Melbourne,Surrey Hills,2 bedroom houses,450.0,467.69,17.689999999999998,3.93
488,Inner Eastern Melbourne,Mont Albert,2 bedroom houses,450.0,467.69,17.689999999999998,3.93
489,Inner Eastern Melbourne,Chadstone,2 bedroom houses,420.0,413.4,-6.600000000000023,-1.57
490,Inner Eastern Melbourne,Oakleigh,2 bedroom houses,420.0,413.4,-6.600000000000023,-1.57
491,Inner Eastern Melbourne,Clayton,2 bedroom houses,410.0,401.05,-8.949999999999989,-2.18
492,Inner Eastern Melbourne,Doncaster East,2 bedroom houses,395.0,387.49533333333324,-7.504666666666765,-1.9
493,Inner Eastern Melbourne,Donvale,2 bedroom houses,395.0,387.49533333333324,-7.504666666666765,-1.9
494,Inner Eastern Melbourne,Hawthorn East,2 bedroom houses,570.0,559.1725,-10.827499999999986,-1.9
495,Inner Eastern Melbourne,Glen Waverley,2 bedroom houses,425.0,437.47,12.470000000000027,2.93
496,Inner Eastern Melbourne,Mulgrave,2 bedroom houses,425.0,437.47,12.470000000000027,2.93
497,Inner Eastern Melbourne,Hawthorn,2 bedroom houses,583.0,559.19,-23.809999999999945,-4.08
498,Inner Eastern Melbourne,Kew,2 bedroom houses,543.0,536.0203333333334,-6.979666666666617,-1.29
499,Inner Eastern Melbourne,Mount Waverley,2 bedroom houses,405.0,406.98,1.9800000000000184,0.49
500,Inner Eastern Melbourne,Nunawading,2 bedroom houses,408.0,399.98,-8.019999999999982,-1.97
501,Inner Eastern Melbourne,Mitcham,2 bedroom houses,408.0,399.98,-8.019999999999982,-1.97
502,Inner Eastern Melbourne,Vermont,2 bedroom houses,380.0,389.91,9.910000000000023,2.61
503,Inner Eastern Melbourne,Forest Hill,2 bedroom houses,380.0,389.91,9.910000000000023,2.61
504,Inner Eastern Melbourne,Burwood East,2 bedroom houses,380.0,389.91,9.910000000000023,2.61
505,Southern Melbourne,Aspendale,2 bedroom houses,450.0,440.1975,-9.802500000000007,-2.18
506,Southern Melbourne,Chelsea,2 bedroom houses,450.0,440.1975,-9.802500000000007,-2.18
507,Southern Melbourne,Carrum,2 bedroom houses,450.0,440.1975,-9.802500000000007,-2.18
508,Southern Melbourne,Bentleigh,2 bedroom houses,490.0,483.1,-6.899999999999977,-1.41
509,Southern Melbourne,Brighton,2 bedroom houses,620.0,614.7466666666667,-5.25333333333333,-0.85
510,Southern Melbourne,Brighton East,2 bedroom houses,520.0,521.45,1.4500000000000457,0.28
511,Southern Melbourne,Carnegie,2 bedroom houses,475.0,476.03,1.0299999999999727,0.22
512,Southern Melbourne,Caulfield,2 bedroom houses,500.0,489.44466666666676,-10.555333333333238,-2.11
513,Southern Melbourne,Cheltenham,2 bedroom houses,495.0,492.65,-2.3500000000000227,-0.47
514,Southern Melbourne,Elsternwick,2 bedroom houses,608.0,Insufficient Data for Forecast,0.0,0.0
515,Southern Melbourne,Hampton,2 bedroom houses,550.0,543.26,-6.740000000000009,-1.23
516,Southern Melbourne,Beaumaris,2 bedroom houses,550.0,543.26,-6.740000000000009,-1.23
517,Southern Melbourne,Malvern,2 bedroom houses,590.0,602.7875,12.787500000000025,2.17
518,Southern Melbourne,Malvern East,2 bedroom houses,480.0,486.15,6.149999999999977,1.28
519,Southern Melbourne,Mentone,2 bedroom houses,500.0,496.6866666666667,-3.313333333333276,-0.66
520,Southern Melbourne,Parkdale,2 bedroom houses,500.0,496.6866666666667,-3.313333333333276,-0.66
521,Southern Melbourne,Mordialloc,2 bedroom houses,500.0,496.6866666666667,-3.313333333333276,-0.66
522,Southern Melbourne,Murrumbeena,2 bedroom houses,460.0,444.94,-15.060000000000002,-3.27
523,Southern Melbourne,Hughesdale,2 bedroom houses,460.0,444.94,-15.060000000000002,-3.27
524,Outer Western Melbourne,Altona,2 bedroom houses,370.0,364.4575,-5.542500000000018,-1.5
525,Outer Western Melbourne,Footscray,2 bedroom houses,450.0,448.2,-1.8000000000000114,-0.4
526,Outer Western Melbourne,Keilor East,2 bedroom houses,395.0,393.91,-1.089999999999975,-0.28
527,Outer Western Melbourne,Avondale Heights,2 bedroom houses,395.0,393.91,-1.089999999999975,-0.28
528,Outer Western Melbourne,Melton,2 bedroom houses,290.0,Insufficient Data for Forecast,0.0,0.0
529,Outer Western Melbourne,Newport,2 bedroom houses,443.0,451.32666666666665,8.326666666666654,1.88
530,Outer Western Melbourne,Spotswood,2 bedroom houses,443.0,451.32666666666665,8.326666666666654,1.88
531,Outer Western Melbourne,St Albans,2 bedroom houses,330.0,326.95,-3.050000000000012,-0.92
532,Outer Western Melbourne,Deer Park,2 bedroom houses,330.0,326.95,-3.050000000000012,-0.92
533,Outer Western Melbourne,Sunshine,2 bedroom houses,350.0,348.28,-1.7200000000000273,-0.49
534,Outer Western Melbourne,Sydenham,2 bedroom houses,370.0,Insufficient Data for Forecast,0.0,0.0
535,Outer Western Melbourne,Werribee,2 bedroom houses,325.0,322.62,-2.3799999999999955,-0.73
536,Outer Western Melbourne,Hoppers Crossing,2 bedroom houses,325.0,322.62,-2.3799999999999955,-0.73
537,Outer Western Melbourne,West Footscray,2 bedroom houses,400.0,392.71,-7.29000000000002,-1.82
538,Outer Western Melbourne,Williamstown,2 bedroom houses,500.0,498.86833333333334,-1.1316666666666606,-0.23
539,Outer Western Melbourne,Yarraville,2 bedroom houses,500.0,495.55,-4.449999999999989,-0.89
540,Outer Western Melbourne,Seddon,2 bedroom houses,500.0,495.55,-4.449999999999989,-0.89
541,North Western Melbourne,Broadmeadows,2 bedroom houses,340.0,349.38,9.379999999999995,2.76
542,North Western Melbourne,Roxburgh Park,2 bedroom houses,340.0,349.38,9.379999999999995,2.76
543,North Western Melbourne,Brunswick,2 bedroom houses,550.0,549.8,-0.2000000000000454,-0.04
544,North Western Melbourne,Coburg,2 bedroom houses,470.0,467.66666666666663,-2.3333333333333712,-0.5
545,North Western Melbourne,Pascoe Vale South,2 bedroom houses,470.0,467.66666666666663,-2.3333333333333712,-0.5
546,North Western Melbourne,Craigieburn,2 bedroom houses,350.0,Insufficient Data for Forecast,0.0,0.0
547,North Western Melbourne,Brunswick East,2 bedroom houses,530.0,532.3,2.2999999999999545,0.43
548,North Western Melbourne,Essendon,2 bedroom houses,410.0,409.6,-0.3999999999999772,-0.1
549,North Western Melbourne,Gladstone Park,2 bedroom houses,385.0,Insufficient Data for Forecast,0.0,0.0
550,North Western Melbourne,Tullamarine,2 bedroom houses,385.0,Insufficient Data for Forecast,0.0,0.0
551,North Western Melbourne,Keilor,2 bedroom houses,,Insufficient Data for Forecast,0.0,
552,North Western Melbourne,Moonee Ponds,2 bedroom houses,500.0,495.03,-4.970000000000027,-0.99
553,North Western Melbourne,Ascot Vale,2 bedroom houses,500.0,495.03,-4.970000000000027,-0.99
554,North Western Melbourne,Oak Park,2 bedroom houses,375.0,368.95,-6.050000000000011,-1.61
555,North Western Melbourne,Glenroy,2 bedroom houses,375.0,368.95,-6.050000000000011,-1.61
556,North Western Melbourne,Fawkner,2 bedroom houses,375.0,368.95,-6.050000000000011,-1.61
557,North Western Melbourne,Pascoe Vale,2 bedroom houses,420.0,408.64,-11.360000000000014,-2.7
558,North Western Melbourne,Coburg North,2 bedroom houses,420.0,408.64,-11.360000000000014,-2.7
559,North Western Melbourne,Sunbury,2 bedroom houses,353.0,354.89,1.8899999999999864,0.54
560,North Western Melbourne,Brunswick West,2 bedroom houses,515.0,509.2,-5.800000000000011,-1.13
561,North Eastern Melbourne,Bundoora,2 bedroom houses,395.0,393.15,-1.8500000000000227,-0.47
562,North Eastern Melbourne,Greensborough,2 bedroom houses,395.0,393.15,-1.8500000000000227,-0.47
563,North Eastern Melbourne,Hurstbridge,2 bedroom houses,395.0,393.15,-1.8500000000000227,-0.47
564,North Eastern Melbourne,Eltham,2 bedroom houses,410.0,403.2,-6.800000000000011,-1.66
565,North Eastern Melbourne,Research,2 bedroom houses,410.0,403.2,-6.800000000000011,-1.66
566,North Eastern Melbourne,Montmorency,2 bedroom houses,410.0,403.2,-6.800000000000011,-1.66
567,North Eastern Melbourne,Fairfield,2 bedroom houses,545.0,547.2166666666667,2.216666666666697,0.41
568,North Eastern Melbourne,Alphington,2 bedroom houses,545.0,547.2166666666667,2.216666666666697,0.41
569,North Eastern Melbourne,Heidelberg,2 bedroom houses,390.0,386.09933333333333,-3.900666666666666,-1.0
570,North Eastern Melbourne,Heidelberg West,2 bedroom houses,390.0,386.09933333333333,-3.900666666666666,-1.0
571,North Eastern Melbourne,Ivanhoe,2 bedroom houses,510.0,504.5,-5.5,-1.08
572,North Eastern Melbourne,Ivanhoe East,2 bedroom houses,510.0,504.5,-5.5,-1.08
573,North Eastern Melbourne,Mill Park,2 bedroom houses,360.0,350.65666666666664,-9.343333333333362,-2.6
574,North Eastern Melbourne,Epping,2 bedroom houses,360.0,350.65666666666664,-9.343333333333362,-2.6
575,North Eastern Melbourne,Northcote,2 bedroom houses,600.0,592.395,-7.605000000000018,-1.27
576,North Eastern Melbourne,Preston,2 bedroom houses,450.0,447.9376666666667,-2.0623333333332994,-0.46
577,North Eastern Melbourne,Reservoir,2 bedroom houses,365.0,365.0,0.0,0.0
578,North Eastern Melbourne,Thomastown,2 bedroom houses,350.0,345.48333333333335,-4.516666666666652,-1.29
579,North Eastern Melbourne,Lalor,2 bedroom houses,350.0,345.48333333333335,-4.516666666666652,-1.29
580,North Eastern Melbourne,Thornbury,2 bedroom houses,550.0,548.2,-1.7999999999999543,-0.33
581,North Eastern Melbourne,Whittlesea,2 bedroom houses,350.0,Insufficient Data for Forecast,0.0,0.0
582,Outer Eastern Melbourne,Bayswater,2 bedroom houses,392.0,Insufficient Data for Forecast,0.0,0.0
583,Outer Eastern Melbourne,Boronia,2 bedroom houses,378.0,367.9,-10.100000000000025,-2.67
584,Outer Eastern Melbourne,Croydon,2 bedroom houses,400.0,395.65,-4.350000000000023,-1.09
585,Outer Eastern Melbourne,Lilydale,2 bedroom houses,400.0,395.65,-4.350000000000023,-1.09
586,Outer Eastern Melbourne,Ferntree Gully,2 bedroom houses,,Insufficient Data for Forecast,0.0,
587,Outer Eastern Melbourne,Ringwood,2 bedroom houses,400.0,399.515,-0.4850000000000136,-0.12
588,Outer Eastern Melbourne,Rowville,2 bedroom houses,,Insufficient Data for Forecast,0.0,
589,Outer Eastern Melbourne,Wantirna,2 bedroom houses,415.0,Insufficient Data for Forecast,0.0,0.0
590,Outer Eastern Melbourne,Scoresby,2 bedroom houses,415.0,Insufficient Data for Forecast,0.0,0.0
591,Outer Eastern Melbourne,Healesville,2 bedroom houses,400.0,395.46,-4.5400000000000205,-1.14
592,Outer Eastern Melbourne,Yarra Junction,2 bedroom houses,400.0,395.46,-4.5400000000000205,-1.14
593,Outer Eastern Melbourne,Belgrave,2 bedroom houses,400.0,395.46,-4.5400000000000205,-1.14
594,Outer Eastern Melbourne,Belgrave Heights,2 bedroom houses,400.0,395.46,-4.5400000000000205,-1.14
595,Outer Eastern Melbourne,Belgrave South,2 bedroom houses,400.0,395.46,-4.5400000000000205,-1.14
596,Outer Eastern Melbourne,Lilydale,2 bedroom houses,400.0,395.46,-4.5400000000000205,-1.14
597,Outer Eastern Melbourne,Warburton,2 bedroom houses,400.0,395.46,-4.5400000000000205,-1.14
598,Outer Eastern Melbourne,East Warburton,2 bedroom houses,400.0,395.46,-4.5400000000000205,-1.14
599,South Eastern Melbourne,Berwick,2 bedroom houses,360.0,355.35,-4.649999999999977,-1.29
600,South Eastern Melbourne,Cranbourne,2 bedroom houses,370.0,360.2,-9.800000000000011,-2.65
601,South Eastern Melbourne,Dandenong,2 bedroom houses,360.0,355.94,-4.060000000000002,-1.13
602,South Eastern Melbourne,Dandenong North,2 bedroom houses,333.0,327.94,-5.060000000000002,-1.52
603,South Eastern Melbourne,Endeavour Hills,2 bedroom houses,333.0,327.94,-5.060000000000002,-1.52
604,South Eastern Melbourne,Narre Warren,2 bedroom houses,380.0,366.88,-13.120000000000005,-3.45
605,South Eastern Melbourne,Hampton Park,2 bedroom houses,380.0,366.88,-13.120000000000005,-3.45
606,South Eastern Melbourne,Noble Park,2 bedroom houses,380.0,362.36,-17.639999999999986,-4.64
607,South Eastern Melbourne,Pakenham,2 bedroom houses,360.0,350.574,-9.425999999999988,-2.62
608,South Eastern Melbourne,Springvale,2 bedroom houses,390.0,385.88,-4.1200000000000045,-1.06
609,Mornington Peninsula,Dromana,2 bedroom houses,420.0,412.25,-7.75,-1.85
610,Mornington Peninsula,Portsea,2 bedroom houses,420.0,412.25,-7.75,-1.85
611,Mornington Peninsula,Frankston,2 bedroom houses,380.0,376.865,-3.134999999999991,-0.82
612,Mornington Peninsula,Hastings,2 bedroom houses,410.0,404.35,-5.649999999999977,-1.38
613,Mornington Peninsula,Flinders,2 bedroom houses,410.0,404.35,-5.649999999999977,-1.38
614,Mornington Peninsula,Mount Eliza,2 bedroom houses,483.0,465.26,-17.74000000000001,-3.67
615,Mornington Peninsula,Mornington,2 bedroom houses,483.0,465.26,-17.74000000000001,-3.67
616,Mornington Peninsula,Mount Martha,2 bedroom houses,483.0,465.26,-17.74000000000001,-3.67
617,Mornington Peninsula,Seaford,2 bedroom houses,396.0,390.49,-5.509999999999991,-1.39
618,Mornington Peninsula,Carrum Downs,2 bedroom houses,396.0,390.49,-5.509999999999991,-1.39
619,Geelong,Belmont,2 bedroom houses,390.0,384.75,-5.25,-1.35
620,Geelong,Grovedale,2 bedroom houses,390.0,384.75,-5.25,-1.35
621,Geelong,Corio,2 bedroom houses,310.0,305.7,-4.300000000000011,-1.39
622,Geelong,Geelong,2 bedroom houses,400.0,383.8,-16.19999999999999,-4.05
623,Geelong,Newcomb,2 bedroom houses,400.0,383.8,-16.19999999999999,-4.05
624,Geelong,Herne Hill,2 bedroom houses,400.0,395.75,-4.25,-1.06
625,Geelong,Geelong West,2 bedroom houses,400.0,395.75,-4.25,-1.06
626,Geelong,Lara,2 bedroom houses,350.0,Insufficient Data for Forecast,0.0,0.0
627,Geelong,Newtown,2 bedroom houses,430.0,420.35,-9.649999999999975,-2.24
628,Geelong,North Geelong,2 bedroom houses,375.0,353.4,-21.600000000000023,-5.76
629,Ballarat,Ballarat Central,2 bedroom houses,320.0,312.9,-7.100000000000023,-2.22
630,Ballarat,Mount Clear,2 bedroom houses,320.0,Insufficient Data for Forecast,0.0,0.0
631,Ballarat,Buninyong,2 bedroom houses,320.0,Insufficient Data for Forecast,0.0,0.0
632,Ballarat,Sebastopol,2 bedroom houses,300.0,294.01,-5.990000000000009,-2.0
633,Ballarat,Delacombe,2 bedroom houses,300.0,294.01,-5.990000000000009,-2.0
634,Ballarat,Wendouree,2 bedroom houses,320.0,312.7875,-7.212499999999977,-2.25
635,Ballarat,Alfredton,2 bedroom houses,320.0,312.7875,-7.212499999999977,-2.25
636,Bendigo,Bendigo,2 bedroom houses,355.0,350.7,-4.300000000000011,-1.21
637,Bendigo,Flora Hill,2 bedroom houses,340.0,337.2666666666667,-2.733333333333292,-0.8
638,Bendigo,East Bendigo,2 bedroom houses,340.0,337.2666666666667,-2.733333333333292,-0.8
639,Bendigo,Golden Square,2 bedroom houses,350.0,348.9,-1.1000000000000227,-0.31
640,Bendigo,Kangaroo Flat,2 bedroom houses,350.0,348.9,-1.1000000000000227,-0.31
641,Bendigo,North Bendigo,2 bedroom houses,340.0,337.5,-2.5,-0.74
642,Other Regional Centres,Bairnsdale,2 bedroom houses,330.0,322.22,-7.779999999999973,-2.36
643,Other Regional Centres,Benalla,2 bedroom houses,350.0,339.39,-10.610000000000014,-3.03
644,Other Regional Centres,Castlemaine,2 bedroom houses,375.0,369.85,-5.149999999999977,-1.37
645,Other Regional Centres,Echuca,2 bedroom houses,350.0,288.85200000000003,-61.14799999999997,-17.47
646,Other Regional Centres,Hamilton,2 bedroom houses,280.0,283.12,3.1200000000000045,1.11
647,Other Regional Centres,Horsham,2 bedroom houses,290.0,279.39599999999996,-10.604000000000042,-3.66
648,Other Regional Centres,Mildura,2 bedroom houses,300.0,296.95,-3.050000000000012,-1.02
