,Region,Suburb,Housing_Type,Median Price - Last Quarter,Forecasted Price,Difference,Percentage Difference
82,Outer Western Melbourne,Keilor East,1 bedroom flats,335.0,335.65,0.6499999999999773,0.19
83,Outer Western Melbourne,Avondale Heights,1 bedroom flats,335.0,335.65,0.6499999999999773,0.19
84,Outer Western Melbourne,Melton,1 bedroom flats,320.0,Insufficient Data for Forecast,0.0,0.0
85,Outer Western Melbourne,Newport,1 bedroom flats,310.0,304.73,-5.269999999999982,-1.7
86,Outer Western Melbourne,Spotswood,1 bedroom flats,310.0,304.73,-5.269999999999982,-1.7
87,Outer Western Melbourne,St Albans,1 bedroom flats,283.0,278.98,-4.019999999999982,-1.42
88,Outer Western Melbourne,Deer Park,1 bedroom flats,283.0,278.98,-4.019999999999982,-1.42
89,Outer Western Melbourne,Sunshine,1 bedroom flats,250.0,243.25,-6.75,-2.7
90,Outer Western Melbourne,Sydenham,1 bedroom flats,340.0,Insufficient Data for Forecast,0.0,0.0
91,Outer Western Melbourne,Werribee,1 bedroom flats,295.0,294.02,-0.9800000000000182,-0.33
92,Outer Western Melbourne,Hoppers Crossing,1 bedroom flats,295.0,294.02,-0.9800000000000182,-0.33
93,Outer Western Melbourne,West Footscray,1 bedroom flats,250.0,260.8258333333334,10.825833333333378,4.33
94,Outer Western Melbourne,Williamstown,1 bedroom flats,348.0,340.14,-7.860000000000014,-2.26
95,Outer Western Melbourne,Yarraville,1 bedroom flats,295.0,294.93,-0.0699999999999931,-0.02
96,Outer Western Melbourne,Seddon,1 bedroom flats,295.0,294.93,-0.0699999999999931,-0.02
97,North Western Melbourne,Broadmeadows,1 bedroom flats,280.0,256.91,-23.08999999999997,-8.25
98,North Western Melbourne,Roxburgh Park,1 bedroom flats,280.0,256.91,-23.08999999999997,-8.25
99,North Western Melbourne,Brunswick,1 bedroom flats,330.0,343.8,13.800000000000011,4.18
100,North Western Melbourne,Coburg,1 bedroom flats,315.0,318.1,3.1000000000000227,0.98
101,North Western Melbourne,Pascoe Vale South,1 bedroom flats,315.0,318.1,3.1000000000000227,0.98
102,North Western Melbourne,Craigieburn,1 bedroom flats,320.0,Insufficient Data for Forecast,0.0,0.0
103,North Western Melbourne,Brunswick East,1 bedroom flats,360.0,357.81333333333333,-2.1866666666666674,-0.61
104,North Western Melbourne,Essendon,1 bedroom flats,315.0,315.45,0.4499999999999886,0.14
105,North Western Melbourne,Gladstone Park,1 bedroom flats,285.0,Insufficient Data for Forecast,0.0,0.0
106,North Western Melbourne,Tullamarine,1 bedroom flats,285.0,Insufficient Data for Forecast,0.0,0.0
107,North Western Melbourne,Keilor,1 bedroom flats,,Insufficient Data for Forecast,0.0,
108,North Western Melbourne,Moonee Ponds,1 bedroom flats,330.0,330.64,0.6399999999999864,0.19
109,North Western Melbourne,Ascot Vale,1 bedroom flats,330.0,330.64,0.6399999999999864,0.19
110,North Western Melbourne,Oak Park,1 bedroom flats,280.0,282.096,2.096000000000004,0.75
111,North Western Melbourne,Glenroy,1 bedroom flats,280.0,282.096,2.096000000000004,0.75
112,North Western Melbourne,Fawkner,1 bedroom flats,280.0,282.096,2.096000000000004,0.75
113,North Western Melbourne,Pascoe Vale,1 bedroom flats,230.0,269.6946309523809,39.69463095238092,17.26
114,North Western Melbourne,Coburg North,1 bedroom flats,230.0,269.6946309523809,39.69463095238092,17.26
115,North Western Melbourne,Sunbury,1 bedroom flats,265.0,Insufficient Data for Forecast,0.0,0.0
116,North Western Melbourne,Brunswick West,1 bedroom flats,295.0,298.1,3.1000000000000227,1.05
117,North Eastern Melbourne,Bundoora,1 bedroom flats,300.0,300.0,0.0,0.0
118,North Eastern Melbourne,Greensborough,1 bedroom flats,300.0,300.0,0.0,0.0
119,North Eastern Melbourne,Hurstbridge,1 bedroom flats,300.0,300.0,0.0,0.0
120,North Eastern Melbourne,Eltham,1 bedroom flats,300.0,328.4,28.399999999999977,9.47
121,North Eastern Melbourne,Research,1 bedroom flats,300.0,328.4,28.399999999999977,9.47
122,North Eastern Melbourne,Montmorency,1 bedroom flats,300.0,328.4,28.399999999999977,9.47
123,North Eastern Melbourne,Fairfield,1 bedroom flats,290.0,301.35,11.350000000000025,3.91
124,North Eastern Melbourne,Alphington,1 bedroom flats,290.0,301.35,11.350000000000025,3.91
125,North Eastern Melbourne,Heidelberg,1 bedroom flats,340.0,339.63,-0.3700000000000045,-0.11
126,North Eastern Melbourne,Heidelberg West,1 bedroom flats,340.0,339.63,-0.3700000000000045,-0.11
127,North Eastern Melbourne,Ivanhoe,1 bedroom flats,350.0,352.4,2.3999999999999773,0.69
128,North Eastern Melbourne,Ivanhoe East,1 bedroom flats,350.0,352.4,2.3999999999999773,0.69
129,North Eastern Melbourne,Mill Park,1 bedroom flats,300.0,Insufficient Data for Forecast,0.0,0.0
130,North Eastern Melbourne,Epping,1 bedroom flats,300.0,Insufficient Data for Forecast,0.0,0.0
131,North Eastern Melbourne,Northcote,1 bedroom flats,320.0,317.71666666666664,-2.28333333333336,-0.71
132,North Eastern Melbourne,Preston,1 bedroom flats,320.0,328.93,8.930000000000007,2.79
133,North Eastern Melbourne,Reservoir,1 bedroom flats,305.0,311.3,6.300000000000011,2.07
134,North Eastern Melbourne,Thomastown,1 bedroom flats,300.0,Insufficient Data for Forecast,0.0,0.0
135,North Eastern Melbourne,Lalor,1 bedroom flats,300.0,Insufficient Data for Forecast,0.0,0.0
136,North Eastern Melbourne,Thornbury,1 bedroom flats,295.0,294.10833333333335,-0.8916666666666515,-0.3
137,North Eastern Melbourne,Whittlesea,1 bedroom flats,300.0,Insufficient Data for Forecast,0.0,0.0
138,Outer Eastern Melbourne,Bayswater,1 bedroom flats,310.0,Insufficient Data for Forecast,0.0,0.0
139,Outer Eastern Melbourne,Boronia,1 bedroom flats,330.0,330.08,0.079999999999984,0.02
140,Outer Eastern Melbourne,Croydon,1 bedroom flats,320.0,317.3,-2.6999999999999886,-0.84
141,Outer Eastern Melbourne,Lilydale,1 bedroom flats,320.0,317.3,-2.6999999999999886,-0.84
142,Outer Eastern Melbourne,Ferntree Gully,1 bedroom flats,,Insufficient Data for Forecast,0.0,
143,Outer Eastern Melbourne,Ringwood,1 bedroom flats,350.0,347.06,-2.9399999999999977,-0.84
144,Outer Eastern Melbourne,Rowville,1 bedroom flats,,Insufficient Data for Forecast,0.0,
145,Outer Eastern Melbourne,Wantirna,1 bedroom flats,350.0,Insufficient Data for Forecast,0.0,0.0
146,Outer Eastern Melbourne,Scoresby,1 bedroom flats,350.0,Insufficient Data for Forecast,0.0,0.0
147,Outer Eastern Melbourne,Healesville,1 bedroom flats,305.0,300.65,-4.350000000000023,-1.43
148,Outer Eastern Melbourne,Yarra Junction,1 bedroom flats,305.0,300.65,-4.350000000000023,-1.43
149,Outer Eastern Melbourne,Belgrave,1 bedroom flats,305.0,300.65,-4.350000000000023,-1.43
150,Outer Eastern Melbourne,Belgrave Heights,1 bedroom flats,305.0,300.65,-4.350000000000023,-1.43
151,Outer Eastern Melbourne,Belgrave South,1 bedroom flats,305.0,300.65,-4.350000000000023,-1.43
152,Outer Eastern Melbourne,Lilydale,1 bedroom flats,305.0,300.65,-4.350000000000023,-1.43
153,Outer Eastern Melbourne,Warburton,1 bedroom flats,305.0,300.65,-4.350000000000023,-1.43
154,Outer Eastern Melbourne,East Warburton,1 bedroom flats,305.0,300.65,-4.350000000000023,-1.43
155,South Eastern Melbourne,Berwick,1 bedroom flats,310.0,Insufficient Data for Forecast,0.0,0.0
156,South Eastern Melbourne,Cranbourne,1 bedroom flats,300.0,Insufficient Data for Forecast,0.0,0.0
157,South Eastern Melbourne,Dandenong,1 bedroom flats,270.0,269.45,-0.5500000000000114,-0.2
158,South Eastern Melbourne,Dandenong North,1 bedroom flats,278.0,Insufficient Data for Forecast,0.0,0.0
159,South Eastern Melbourne,Endeavour Hills,1 bedroom flats,278.0,Insufficient Data for Forecast,0.0,0.0
160,South Eastern Melbourne,Narre Warren,1 bedroom flats,320.0,Insufficient Data for Forecast,0.0,0.0
161,South Eastern Melbourne,Hampton Park,1 bedroom flats,320.0,Insufficient Data for Forecast,0.0,0.0
162,South Eastern Melbourne,Noble Park,1 bedroom flats,260.0,253.65,-6.349999999999994,-2.44
163,South Eastern Melbourne,Pakenham,1 bedroom flats,275.0,Insufficient Data for Forecast,0.0,0.0
164,South Eastern Melbourne,Springvale,1 bedroom flats,275.0,265.98,-9.019999999999982,-3.28
165,Mornington Peninsula,Dromana,1 bedroom flats,335.0,259.7,-75.30000000000001,-22.48
166,Mornington Peninsula,Portsea,1 bedroom flats,335.0,259.7,-75.30000000000001,-22.48
167,Mornington Peninsula,Frankston,1 bedroom flats,265.0,259.83,-5.170000000000016,-1.95
168,Mornington Peninsula,Hastings,1 bedroom flats,,Insufficient Data for Forecast,0.0,
169,Mornington Peninsula,Flinders,1 bedroom flats,,Insufficient Data for Forecast,0.0,
170,Mornington Peninsula,Mount Eliza,1 bedroom flats,330.0,Insufficient Data for Forecast,0.0,0.0
171,Mornington Peninsula,Mornington,1 bedroom flats,330.0,Insufficient Data for Forecast,0.0,0.0
172,Mornington Peninsula,Mount Martha,1 bedroom flats,330.0,Insufficient Data for Forecast,0.0,0.0
173,Mornington Peninsula,Seaford,1 bedroom flats,280.0,255.1,-24.90000000000001,-8.89
174,Mornington Peninsula,Carrum Downs,1 bedroom flats,280.0,255.1,-24.90000000000001,-8.89
175,Geelong,Belmont,1 bedroom flats,290.0,269.525,-20.475000000000023,-7.06
176,Geelong,Grovedale,1 bedroom flats,290.0,269.525,-20.475000000000023,-7.06
177,Geelong,Corio,1 bedroom flats,250.0,243.83880952380957,-6.161190476190427,-2.46
178,Geelong,Geelong,1 bedroom flats,320.0,293.9,-26.100000000000023,-8.16
179,Geelong,Newcomb,1 bedroom flats,320.0,293.9,-26.100000000000023,-8.16
180,Geelong,Herne Hill,1 bedroom flats,275.0,268.2,-6.800000000000011,-2.47
181,Geelong,Geelong West,1 bedroom flats,275.0,268.2,-6.800000000000011,-2.47
182,Geelong,Lara,1 bedroom flats,,Insufficient Data for Forecast,0.0,
183,Geelong,Newtown,1 bedroom flats,285.0,278.62,-6.379999999999996,-2.24
184,Geelong,North Geelong,1 bedroom flats,250.0,248.3,-1.6999999999999886,-0.68
185,Ballarat,Ballarat Central,1 bedroom flats,220.0,216.94,-3.0600000000000023,-1.39
186,Ballarat,Mount Clear,1 bedroom flats,,Insufficient Data for Forecast,0.0,
187,Ballarat,Buninyong,1 bedroom flats,,Insufficient Data for Forecast,0.0,
188,Ballarat,Sebastopol,1 bedroom flats,220.0,221.9,1.9000000000000057,0.86
189,Ballarat,Delacombe,1 bedroom flats,220.0,221.9,1.9000000000000057,0.86
190,Ballarat,Wendouree,1 bedroom flats,215.0,206.4,-8.599999999999994,-4.0
191,Ballarat,Alfredton,1 bedroom flats,215.0,206.4,-8.599999999999994,-4.0
192,Bendigo,Bendigo,1 bedroom flats,270.0,268.4,-1.6000000000000227,-0.59
193,Bendigo,Flora Hill,1 bedroom flats,245.0,227.39583333333331,-17.604166666666686,-7.19
194,Bendigo,East Bendigo,1 bedroom flats,245.0,227.39583333333331,-17.604166666666686,-7.19
195,Bendigo,Golden Square,1 bedroom flats,260.0,243.65,-16.349999999999994,-6.29
196,Bendigo,Kangaroo Flat,1 bedroom flats,260.0,243.65,-16.349999999999994,-6.29
197,Bendigo,North Bendigo,1 bedroom flats,245.0,Insufficient Data for Forecast,0.0,0.0
198,Other Regional Centres,Bairnsdale,1 bedroom flats,250.0,239.9,-10.099999999999994,-4.04
199,Other Regional Centres,Benalla,1 bedroom flats,230.0,219.53,-10.47,-4.55
200,Other Regional Centres,Castlemaine,1 bedroom flats,,Insufficient Data for Forecast,0.0,
201,Other Regional Centres,Echuca,1 bedroom flats,218.0,183.03,-34.97,-16.04
202,Other Regional Centres,Hamilton,1 bedroom flats,220.0,204.8,-15.199999999999989,-6.91
203,Other Regional Centres,Horsham,1 bedroom flats,275.0,203.885,-71.11500000000001,-25.86
204,Other Regional Centres,Mildura,1 bedroom flats,225.0,219.85,-5.150000000000006,-2.29
205,Other Regional Centres,Moe,1 bedroom flats,210.0,205.8,-4.199999999999989,-2.0
206,Other Regional Centres,Newborough,1 bedroom flats,210.0,205.8,-4.199999999999989,-2.0
207,Other Regional Centres,Morwell,1 bedroom flats,210.0,198.85,-11.150000000000006,-5.31
208,Other Regional Centres,Ocean Grove,1 bedroom flats,300.0,Insufficient Data for Forecast,0.0,0.0
209,Other Regional Centres,Barwon Heads,1 bedroom flats,300.0,Insufficient Data for Forecast,0.0,0.0
210,Other Regional Centres,Portland,1 bedroom flats,250.0,242.8,-7.199999999999989,-2.88
211,Other Regional Centres,Sale,1 bedroom flats,240.0,224.8,-15.199999999999989,-6.33
212,Other Regional Centres,Maffra,1 bedroom flats,240.0,224.8,-15.199999999999989,-6.33
213,Other Regional Centres,Seymour,1 bedroom flats,,Insufficient Data for Forecast,0.0,
214,Other Regional Centres,Shepparton,1 bedroom flats,220.0,218.45,-1.5500000000000114,-0.7
215,Other Regional Centres,Swan Hill,1 bedroom flats,170.0,164.48125,-5.518750000000011,-3.25
216,Other Regional Centres,Torquay,1 bedroom flats,315.0,Insufficient Data for Forecast,0.0,0.0
217,Other Regional Centres,Traralgon,1 bedroom flats,250.0,243.35666666666668,-6.643333333333317,-2.66
218,Other Regional Centres,Wangaratta,1 bedroom flats,220.0,207.86,-12.139999999999986,-5.52
219,Other Regional Centres,Warragul,1 bedroom flats,,Insufficient Data for Forecast,0.0,
220,Other Regional Centres,Warrnambool,1 bedroom flats,240.0,240.0,0.0,0.0
221,Other Regional Centres,Wodonga,1 bedroom flats,220.0,214.4,-5.599999999999994,-2.55
222,Inner Melbourne,Albert Park,2 bedroom flats,460.0,458.5,-1.5,-0.33
223,Inner Melbourne,Middle Park,2 bedroom flats,460.0,458.5,-1.5,-0.33
224,Inner Melbourne,St Kilda West,2 bedroom flats,460.0,458.5,-1.5,-0.33
225,Inner Melbourne,Armadale,2 bedroom flats,450.0,471.42,21.420000000000016,4.76
226,Inner Melbourne,Carlton North,2 bedroom flats,455.0,440.03,-14.970000000000027,-3.29
227,Inner Melbourne,Carlton,2 bedroom flats,440.0,436.27,-3.730000000000018,-0.85
228,Inner Melbourne,Parkville,2 bedroom flats,440.0,436.27,-3.730000000000018,-0.85
229,Inner Melbourne,Melbourne,2 bedroom flats,500.0,479.5,-20.5,-4.1
230,Inner Melbourne,St Kilda,2 bedroom flats,500.0,479.5,-20.5,-4.1
231,Inner Melbourne,Collingwood,2 bedroom flats,520.0,513.925,-6.0750000000000455,-1.17
232,Inner Melbourne,Abbotsford,2 bedroom flats,520.0,513.925,-6.0750000000000455,-1.17
233,Inner Melbourne,Docklands,2 bedroom flats,550.0,Insufficient Data for Forecast,0.0,0.0
234,Inner Melbourne,East Melbourne,2 bedroom flats,545.0,520.0,-25.0,-4.59
235,Inner Melbourne,St Kilda East,2 bedroom flats,415.0,411.4,-3.6000000000000227,-0.87
236,Inner Melbourne,Elwood,2 bedroom flats,450.0,449.2,-0.8000000000000114,-0.18
237,Inner Melbourne,Fitzroy,2 bedroom flats,590.0,584.8,-5.2000000000000455,-0.88
238,Inner Melbourne,Fitzroy North,2 bedroom flats,490.0,488.95,-1.0500000000000114,-0.21
239,Inner Melbourne,Clifton Hill,2 bedroom flats,490.0,488.95,-1.0500000000000114,-0.21
240,Inner Melbourne,Flemington,2 bedroom flats,390.0,380.6,-9.399999999999975,-2.41
241,Inner Melbourne,Kensington,2 bedroom flats,390.0,380.6,-9.399999999999975,-2.41
242,Inner Melbourne,North Melbourne,2 bedroom flats,460.0,449.58,-10.420000000000016,-2.27
243,Inner Melbourne,West Melbourne,2 bedroom flats,460.0,449.58,-10.420000000000016,-2.27
244,Inner Melbourne,Port Melbourne,2 bedroom flats,590.0,551.6,-38.39999999999998,-6.51
245,Inner Melbourne,Prahran,2 bedroom flats,470.0,465.3,-4.699999999999989,-1.0
246,Inner Melbourne,Windsor,2 bedroom flats,470.0,465.3,-4.699999999999989,-1.0
247,Inner Melbourne,Richmond,2 bedroom flats,500.0,502.6,2.6000000000000227,0.52
248,Inner Melbourne,Burnley,2 bedroom flats,500.0,502.6,2.6000000000000227,0.52
249,Inner Melbourne,South Melbourne,2 bedroom flats,519.0,481.71,-37.29000000000002,-7.18
250,Inner Melbourne,South Yarra,2 bedroom flats,515.0,513.58,-1.419999999999959,-0.28
251,Inner Melbourne,Southbank,2 bedroom flats,500.0,477.2,-22.80000000000001,-4.56
252,Inner Melbourne,St Kilda,2 bedroom flats,450.0,445.8,-4.199999999999989,-0.93
253,Inner Melbourne,Toorak,2 bedroom flats,495.0,453.5733333333334,-41.42666666666662,-8.37
254,Inner Eastern Melbourne,Balwyn,2 bedroom flats,420.0,423.31,3.3100000000000023,0.79
255,Inner Eastern Melbourne,Blackburn,2 bedroom flats,403.0,410.07,7.069999999999993,1.75
256,Inner Eastern Melbourne,Box Hill,2 bedroom flats,420.0,422.55,2.550000000000012,0.61
257,Inner Eastern Melbourne,Bulleen,2 bedroom flats,430.0,427.2,-2.800000000000012,-0.65
258,Inner Eastern Melbourne,Templestowe,2 bedroom flats,430.0,427.2,-2.800000000000012,-0.65
259,Inner Eastern Melbourne,Doncaster,2 bedroom flats,430.0,427.2,-2.800000000000012,-0.65
260,Inner Eastern Melbourne,Burwood,2 bedroom flats,420.0,416.3833333333334,-3.6166666666666174,-0.86
261,Inner Eastern Melbourne,Ashburton,2 bedroom flats,420.0,416.3833333333334,-3.6166666666666174,-0.86
262,Inner Eastern Melbourne,Camberwell,2 bedroom flats,425.0,429.2,4.199999999999989,0.99
263,Inner Eastern Melbourne,Glen Iris,2 bedroom flats,425.0,429.2,4.199999999999989,0.99
264,Inner Eastern Melbourne,Canterbury,2 bedroom flats,440.0,432.55,-7.449999999999989,-1.69
265,Inner Eastern Melbourne,Surrey Hills,2 bedroom flats,440.0,432.55,-7.449999999999989,-1.69
266,Inner Eastern Melbourne,Mont Albert,2 bedroom flats,440.0,432.55,-7.449999999999989,-1.69
267,Inner Eastern Melbourne,Chadstone,2 bedroom flats,400.0,401.0,1.0,0.25
268,Inner Eastern Melbourne,Oakleigh,2 bedroom flats,400.0,401.0,1.0,0.25
269,Inner Eastern Melbourne,Clayton,2 bedroom flats,400.0,383.78,-16.220000000000027,-4.06
270,Inner Eastern Melbourne,Doncaster East,2 bedroom flats,420.0,417.2,-2.800000000000012,-0.67
271,Inner Eastern Melbourne,Donvale,2 bedroom flats,420.0,417.2,-2.800000000000012,-0.67
272,Inner Eastern Melbourne,Hawthorn East,2 bedroom flats,440.0,439.1,-0.8999999999999773,-0.2
273,Inner Eastern Melbourne,Glen Waverley,2 bedroom flats,450.0,442.5,-7.5,-1.67
274,Inner Eastern Melbourne,Mulgrave,2 bedroom flats,450.0,442.5,-7.5,-1.67
275,Inner Eastern Melbourne,Hawthorn,2 bedroom flats,420.0,418.2,-1.8000000000000114,-0.43
276,Inner Eastern Melbourne,Kew,2 bedroom flats,420.0,418.3,-1.6999999999999886,-0.4
277,Inner Eastern Melbourne,Mount Waverley,2 bedroom flats,410.0,410.1,0.1000000000000227,0.02
278,Inner Eastern Melbourne,Nunawading,2 bedroom flats,390.0,386.65,-3.3500000000000227,-0.86
279,Inner Eastern Melbourne,Mitcham,2 bedroom flats,390.0,386.65,-3.3500000000000227,-0.86
280,Inner Eastern Melbourne,Vermont,2 bedroom flats,410.0,396.15,-13.850000000000025,-3.38
281,Inner Eastern Melbourne,Forest Hill,2 bedroom flats,410.0,396.15,-13.850000000000025,-3.38
282,Inner Eastern Melbourne,Burwood East,2 bedroom flats,410.0,396.15,-13.850000000000025,-3.38
283,Southern Melbourne,Aspendale,2 bedroom flats,420.0,410.5,-9.5,-2.26
284,Southern Melbourne,Chelsea,2 bedroom flats,420.0,410.5,-9.5,-2.26
285,Southern Melbourne,Carrum,2 bedroom flats,420.0,410.5,-9.5,-2.26
286,Southern Melbourne,Bentleigh,2 bedroom flats,430.0,439.45,9.449999999999989,2.2
287,Southern Melbourne,Brighton,2 bedroom flats,550.0,544.05,-5.9500000000000455,-1.08
288,Southern Melbourne,Brighton East,2 bedroom flats,478.0,471.17999999999995,-6.82000000000005,-1.43
289,Southern Melbourne,Carnegie,2 bedroom flats,420.0,430.7,10.699999999999989,2.55
290,Southern Melbourne,Caulfield,2 bedroom flats,430.0,427.69,-2.3100000000000023,-0.54
291,Southern Melbourne,Cheltenham,2 bedroom flats,420.0,419.0,-1.0,-0.24
292,Southern Melbourne,Elsternwick,2 bedroom flats,475.0,469.55333333333334,-5.446666666666658,-1.15
293,Southern Melbourne,Hampton,2 bedroom flats,500.0,491.29166666666674,-8.708333333333258,-1.74
294,Southern Melbourne,Beaumaris,2 bedroom flats,500.0,491.29166666666674,-8.708333333333258,-1.74
295,Southern Melbourne,Malvern,2 bedroom flats,440.0,440.1,0.1000000000000227,0.02
296,Southern Melbourne,Malvern East,2 bedroom flats,425.0,409.66,-15.339999999999977,-3.61
297,Southern Melbourne,Mentone,2 bedroom flats,420.0,414.4,-5.600000000000023,-1.33
298,Southern Melbourne,Parkdale,2 bedroom flats,420.0,414.4,-5.600000000000023,-1.33
299,Southern Melbourne,Mordialloc,2 bedroom flats,420.0,414.4,-5.600000000000023,-1.33
300,Southern Melbourne,Murrumbeena,2 bedroom flats,410.0,405.63,-4.3700000000000045,-1.07
301,Southern Melbourne,Hughesdale,2 bedroom flats,410.0,405.63,-4.3700000000000045,-1.07
302,Outer Western Melbourne,Altona,2 bedroom flats,350.0,350.7166666666667,0.716666666666697,0.2
303,Outer Western Melbourne,Footscray,2 bedroom flats,400.0,397.2,-2.800000000000012,-0.7
304,Outer Western Melbourne,Keilor East,2 bedroom flats,395.0,392.09,-2.910000000000025,-0.74
305,Outer Western Melbourne,Avondale Heights,2 bedroom flats,395.0,392.09,-2.910000000000025,-0.74
306,Outer Western Melbourne,Melton,2 bedroom flats,290.0,290.0,0.0,0.0
307,Outer Western Melbourne,Newport,2 bedroom flats,380.0,382.55,2.550000000000012,0.67
308,Outer Western Melbourne,Spotswood,2 bedroom flats,380.0,382.55,2.550000000000012,0.67
309,Outer Western Melbourne,St Albans,2 bedroom flats,320.0,325.55,5.550000000000011,1.73
310,Outer Western Melbourne,Deer Park,2 bedroom flats,320.0,325.55,5.550000000000011,1.73
311,Outer Western Melbourne,Sunshine,2 bedroom flats,330.0,324.0,-6.0,-1.82
312,Outer Western Melbourne,Sydenham,2 bedroom flats,370.0,359.6,-10.399999999999975,-2.81
313,Outer Western Melbourne,Werribee,2 bedroom flats,315.0,313.35,-1.6499999999999773,-0.52
314,Outer Western Melbourne,Hoppers Crossing,2 bedroom flats,315.0,313.35,-1.6499999999999773,-0.52
315,Outer Western Melbourne,West Footscray,2 bedroom flats,350.0,356.45,6.449999999999989,1.84
316,Outer Western Melbourne,Williamstown,2 bedroom flats,400.0,408.5,8.5,2.12
317,Outer Western Melbourne,Yarraville,2 bedroom flats,388.0,387.7,-0.3000000000000113,-0.08
318,Outer Western Melbourne,Seddon,2 bedroom flats,388.0,387.7,-0.3000000000000113,-0.08
319,North Western Melbourne,Broadmeadows,2 bedroom flats,340.0,346.5,6.5,1.91
320,North Western Melbourne,Roxburgh Park,2 bedroom flats,340.0,346.5,6.5,1.91
321,North Western Melbourne,Brunswick,2 bedroom flats,425.0,419.0,-6.0,-1.41
322,North Western Melbourne,Coburg,2 bedroom flats,400.0,399.6,-0.3999999999999772,-0.1
323,North Western Melbourne,Pascoe Vale South,2 bedroom flats,400.0,399.6,-0.3999999999999772,-0.1
324,North Western Melbourne,Craigieburn,2 bedroom flats,340.0,Insufficient Data for Forecast,0.0,0.0
325,North Western Melbourne,Brunswick East,2 bedroom flats,450.0,445.9,-4.100000000000023,-0.91
326,North Western Melbourne,Essendon,2 bedroom flats,375.0,376.49,1.490000000000009,0.4
327,North Western Melbourne,Gladstone Park,2 bedroom flats,350.0,344.48666666666674,-5.513333333333264,-1.58
328,North Western Melbourne,Tullamarine,2 bedroom flats,350.0,344.48666666666674,-5.513333333333264,-1.58
329,North Western Melbourne,Keilor,2 bedroom flats,,Insufficient Data for Forecast,0.0,
330,North Western Melbourne,Moonee Ponds,2 bedroom flats,400.0,400.8,0.8000000000000114,0.2
331,North Western Melbourne,Ascot Vale,2 bedroom flats,400.0,400.8,0.8000000000000114,0.2
332,North Western Melbourne,Oak Park,2 bedroom flats,360.0,365.05,5.050000000000011,1.4
333,North Western Melbourne,Glenroy,2 bedroom flats,360.0,365.05,5.050000000000011,1.4
334,North Western Melbourne,Fawkner,2 bedroom flats,360.0,365.05,5.050000000000011,1.4
335,North Western Melbourne,Pascoe Vale,2 bedroom flats,390.0,390.0,0.0,0.0
336,North Western Melbourne,Coburg North,2 bedroom flats,390.0,390.0,0.0,0.0
337,North Western Melbourne,Sunbury,2 bedroom flats,360.0,350.15,-9.850000000000025,-2.74
338,North Western Melbourne,Brunswick West,2 bedroom flats,385.0,380.65,-4.350000000000023,-1.13
339,North Eastern Melbourne,Bundoora,2 bedroom flats,370.0,368.9,-1.1000000000000227,-0.3
340,North Eastern Melbourne,Greensborough,2 bedroom flats,370.0,368.9,-1.1000000000000227,-0.3
341,North Eastern Melbourne,Hurstbridge,2 bedroom flats,370.0,368.9,-1.1000000000000227,-0.3
342,North Eastern Melbourne,Eltham,2 bedroom flats,415.0,401.05,-13.949999999999989,-3.36
343,North Eastern Melbourne,Research,2 bedroom flats,415.0,401.05,-13.949999999999989,-3.36
344,North Eastern Melbourne,Montmorency,2 bedroom flats,415.0,401.05,-13.949999999999989,-3.36
345,North Eastern Melbourne,Fairfield,2 bedroom flats,435.0,434.4,-0.6000000000000227,-0.14
346,North Eastern Melbourne,Alphington,2 bedroom flats,435.0,434.4,-0.6000000000000227,-0.14
347,North Eastern Melbourne,Heidelberg,2 bedroom flats,400.0,400.0,0.0,0.0
348,North Eastern Melbourne,Heidelberg West,2 bedroom flats,400.0,400.0,0.0,0.0
349,North Eastern Melbourne,Ivanhoe,2 bedroom flats,425.0,428.85,3.850000000000023,0.91
350,North Eastern Melbourne,Ivanhoe East,2 bedroom flats,425.0,428.85,3.850000000000023,0.91
351,North Eastern Melbourne,Mill Park,2 bedroom flats,350.0,340.2,-9.800000000000011,-2.8
352,North Eastern Melbourne,Epping,2 bedroom flats,350.0,340.2,-9.800000000000011,-2.8
353,North Eastern Melbourne,Northcote,2 bedroom flats,450.0,464.4649999999999,14.464999999999918,3.21
354,North Eastern Melbourne,Preston,2 bedroom flats,400.0,398.64,-1.3600000000000136,-0.34
355,North Eastern Melbourne,Reservoir,2 bedroom flats,360.0,360.1,0.1000000000000227,0.03
356,North Eastern Melbourne,Thomastown,2 bedroom flats,330.0,333.6,3.6000000000000227,1.09
357,North Eastern Melbourne,Lalor,2 bedroom flats,330.0,333.6,3.6000000000000227,1.09
358,North Eastern Melbourne,Thornbury,2 bedroom flats,400.0,402.3,2.300000000000012,0.58
359,North Eastern Melbourne,Whittlesea,2 bedroom flats,340.0,325.24166666666673,-14.758333333333267,-4.34
360,Outer Eastern Melbourne,Bayswater,2 bedroom flats,380.0,377.2,-2.800000000000012,-0.74
361,Outer Eastern Melbourne,Boronia,2 bedroom flats,380.0,373.3091666666667,-6.6908333333332735,-1.76
362,Outer Eastern Melbourne,Croydon,2 bedroom flats,390.0,382.95,-7.050000000000011,-1.81
363,Outer Eastern Melbourne,Lilydale,2 bedroom flats,390.0,382.95,-7.050000000000011,-1.81
364,Outer Eastern Melbourne,Ferntree Gully,2 bedroom flats,385.0,380.79,-4.20999999999998,-1.09
365,Outer Eastern Melbourne,Ringwood,2 bedroom flats,390.0,380.45,-9.550000000000011,-2.45
